Year,Warehouse,Division,Category Description,Style Description,Color,$ Unit Price - Outlet MSRP,$ Unit Cost - Standard,margin $,margin %,quantity
2016,Palm Springs,Mens,Accessories,HURLEY MATER BACKPACK,368,24.99,18.75,6.24,0.24969988,2316
2016,San Antonio,Mens,Accessories,HURLEY MATER BACKPACK,368,24.99,18.75,6.24,0.24969988,2648
2016,San Francisco,Mens,Accessories,HURLEY MATER BACKPACK,368,24.99,18.75,6.24,0.24969988,3716
2016,Sarasota,Mens,Accessories,HURLEY MATER BACKPACK,368,24.99,18.75,6.24,0.24969988,4773
2016,Tampa,Mens,Accessories,HURLEY MATER BACKPACK,368,24.99,18.75,6.24,0.24969988,3549
2016,Tustin,Mens,Accessories,HURLEY MATER BACKPACK,368,24.99,18.75,6.24,0.24969988,4471
2016,Tustin,Mens,Accessories,ICON BELT IN,BLK,24.99,12.42,12.57,0.5030012,2712
2016,Deltona,Mens,Accessories,HURLEY HONOR ROLL SOLID BLOCKE,423,29.99,15.63,14.36,0.478826275,3720
2016,Miami,Mens,Accessories,HURLEY HONOR ROLL SOLID BLOCKE,358,29.99,15.63,14.36,0.478826275,2188
2016,Miami,Mens,Accessories,HURLEY HONOR ROLL SOLID BLOCKE,423,29.99,15.63,14.36,0.478826275,4524
2016,Orlando,Mens,Accessories,HURLEY HONOR ROLL SOLID BLOCKE,358,29.99,15.63,14.36,0.478826275,4931
2016,Orlando,Mens,Accessories,HURLEY HONOR ROLL SOLID BLOCKE,423,29.99,15.63,14.36,0.478826275,4500
2016,Tustin,Mens,Accessories,BP BEACH Accessories SR,00A,29.99,11.22,18.77,0.625875292,3578
2016,Tustin,Mens,Accessories,O&O BEACH Accessories SR,44B,29.99,11.22,18.77,0.625875292,2023
2016,Corona,Mens,Accessories,HURLEY FUSION BACKPACK,366,49.99,31.88,18.11,0.362272454,1811
2016,Davenport,Mens,Accessories,HURLEY FUSION BACKPACK,43,49.99,31.88,18.11,0.362272454,4647
2016,Flagstaff,Mens,Accessories,HURLEY FUSION BACKPACK,366,49.99,31.88,18.11,0.362272454,4042
2016,Laughlin,Mens,Accessories,HURLEY FUSION BACKPACK,43,49.99,31.88,18.11,0.362272454,4462
2016,Laughlin,Mens,Accessories,HURLEY FUSION BACKPACK,366,49.99,31.88,18.11,0.362272454,2772
2016,Orlando,Mens,Accessories,HURLEY FUSION BACKPACK,43,49.99,31.88,18.11,0.362272454,3238
2016,Palm Springs,Mens,Accessories,HURLEY FUSION BACKPACK,43,49.99,31.88,18.11,0.362272454,4540
2016,Palm Springs,Mens,Accessories,HURLEY FUSION BACKPACK,366,49.99,31.88,18.11,0.362272454,1888
2016,San Jose,Mens,Accessories,HURLEY FUSION DUFFLE,43,49.99,30,19.99,0.399879976,2596
2016,Davenport,Mens,Accessories,HURLEY FUSION DUFFLE,366,59.99,30,29.99,0.499916653,4326
2016,Austin,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,6994
2016,Austin,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,8948
2016,Bakersfield,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,7549
2016,Bakersfield,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,9228
2016,Chicago,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,6536
2016,Chicago,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,7774
2016,Corona,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,9260
2016,Corona,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,6738
2016,Davenport,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,8965
2016,Davenport,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,7185
2016,Deltona,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,7200
2016,Deltona,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,8738
2016,Flagstaff,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,7065
2016,Flagstaff,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,6927
2016,Fort Myers,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,7804
2016,Fort Myers,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,9470
2016,Fortworth,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,8331
2016,Fortworth,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,9164
2016,Fullerton,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,9218
2016,Fullerton,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,8845
2016,Houston,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,6808
2016,Houston,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,8204
2016,Jacksonville,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,9248
2016,Jacksonville,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,6505
2016,Juno Beach,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,8104
2016,Juno Beach,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,7634
2016,Las Vegas,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,8117
2016,Las Vegas,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,8384
2016,Laughlin,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,9240
2016,Laughlin,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,7743
2016,Los Angeles,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,8265
2016,Los Angeles,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,7563
2016,Miami,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,7539
2016,Miami,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,8077
2016,Orlando,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,7719
2016,Orlando,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,8585
2016,Oxnard,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,7324
2016,Oxnard,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,9481
2016,Palm Springs,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,7803
2016,Palm Springs,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,7753
2016,San Antonio,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,8058
2016,San Antonio,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,9313
2016,San Francisco,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,8168
2016,San Francisco,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,7763
2016,San Jose,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,8618
2016,San Jose,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,9266
2016,Sarasota,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,7766
2016,Sarasota,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,8106
2016,Tampa,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,7239
2016,Tampa,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,9378
2016,Tustin,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,00A,14.98,10.65,4.33,0.289052069,8737
2016,Tustin,Mens,Active Bottoms,DRIFIT BARCOS ACTB VOLY SM,4MD,14.98,10.65,4.33,0.289052069,7036
2016,Corona,Mens,Active Bottoms,LAKE STRT VOLLEY ACTB IN,4KT,19.98,10.1,9.88,0.494494494,6948
2016,Davenport,Mens,Active Bottoms,LAKE STRT VOLLEY ACTB IN,4KT,19.98,10.1,9.88,0.494494494,9316
2016,San Antonio,Mens,Active Bottoms,LAKE STRT VOLLEY ACTB IN,4KT,19.98,10.1,9.88,0.494494494,7890
2016,San Jose,Mens,Active Bottoms,LAKE STRT VOLLEY ACTB IN,03B,19.98,10.1,9.88,0.494494494,7128
2016,San Jose,Mens,Active Bottoms,LAKE STRT VOLLEY ACTB IN,4KT,19.98,10.1,9.88,0.494494494,9186
2016,Bakersfield,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,40L,19.99,10.07,9.92,0.496248124,7862
2016,Chicago,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,40L,19.99,10.07,9.92,0.496248124,8603
2016,Davenport,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,00A,19.99,10.07,9.92,0.496248124,8613
2016,Davenport,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,40L,19.99,10.07,9.92,0.496248124,8827
2016,Flagstaff,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,00A,19.99,10.07,9.92,0.496248124,7919
2016,Flagstaff,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,40L,19.99,10.07,9.92,0.496248124,7033
2016,Fort Myers,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,40L,19.99,10.07,9.92,0.496248124,8717
2016,Fortworth,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,40L,19.99,10.07,9.92,0.496248124,8774
2016,Fullerton,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,00A,19.99,10.07,9.92,0.496248124,8793
2016,Fullerton,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,40L,19.99,10.07,9.92,0.496248124,9339
2016,Jacksonville,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,40L,19.99,10.07,9.92,0.496248124,8010
2016,Juno Beach,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,00A,19.99,10.07,9.92,0.496248124,7496
2016,Juno Beach,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,40L,19.99,10.07,9.92,0.496248124,7250
2016,Laughlin,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,40L,19.99,10.07,9.92,0.496248124,7150
2016,Miami,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,00A,19.99,10.07,9.92,0.496248124,7888
2016,Miami,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,40L,19.99,10.07,9.92,0.496248124,8458
2016,Orlando,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,40L,19.99,10.07,9.92,0.496248124,7846
2016,Oxnard,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,40L,19.99,10.07,9.92,0.496248124,9089
2016,Palm Springs,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,00A,19.99,10.07,9.92,0.496248124,7081
2016,Palm Springs,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,40L,19.99,10.07,9.92,0.496248124,8308
2016,San Francisco,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,00A,19.99,10.07,9.92,0.496248124,7823
2016,San Francisco,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,40L,19.99,10.07,9.92,0.496248124,7698
2016,San Jose,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,00A,19.99,10.07,9.92,0.496248124,7097
2016,San Jose,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,40L,19.99,10.07,9.92,0.496248124,8602
2016,Sarasota,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,00A,19.99,10.07,9.92,0.496248124,8269
2016,Sarasota,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,40L,19.99,10.07,9.92,0.496248124,6681
2016,Tustin,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,00A,19.99,10.07,9.92,0.496248124,7256
2016,Tustin,Mens,Active Bottoms,DRIFIT BP ACTB VOLY IN,40L,19.99,10.07,9.92,0.496248124,8246
2016,Bakersfield,Mens,Active Bottoms,KINGSROAD ACTB MESH IN,MLT3,24.99,9.01,15.98,0.639455782,9147
2016,Bakersfield,Mens,Active Bottoms,KINGSROAD ACTB MESH IN,NGRN,24.99,9.01,15.98,0.639455782,6530
2016,Chicago,Mens,Active Bottoms,KINGSROAD ACTB MESH IN,MLT3,24.99,9.01,15.98,0.639455782,7025
