Year,Warehouse,Division,Category Description,Style Description,Color,$ Unit Price - Outlet MSRP,$ Unit Cost - Standard,margin $,margin %,quantity
2015,Austin,Mens,Boardshorts,BILLET BDST SSDE IN,NGRN,29.99,11.48,18.51,0.617205735,18046
2015,Austin,Mens,Boardshorts,STRINGER BDST SSDE IN,00A,29.99,11.18,18.81,0.62720907,20178
2015,Austin,Mens,Boardshorts,STRINGER BDST SSDE IN,CYA,29.99,11.18,18.81,0.62720907,19888
2015,Austin,Mens,Boardshorts,STRINGER BDST SSDE IN,NGRN,29.99,11.18,18.81,0.62720907,12113
2015,Austin,Mens,Boardshorts,BLOCK PARTY BDST PHTM IN,CYA1,29.99,11.16,18.83,0.627875959,12596
2015,Austin,Mens,Boardshorts,BLOCK PARTY BDST PHTM IN,NGRN,29.99,11.16,18.83,0.627875959,18978
2015,Austin,Mens,Boardshorts,DOS BDST SSDE IN,CYA,29.99,11.16,18.83,0.627875959,11154
2015,Austin,Mens,Boardshorts,DOS BDST SSDE IN,NGN1,29.99,11.16,18.83,0.627875959,19798
2015,Austin,Mens,Boardshorts,STRIKE BDST SSDE IN,00A,29.99,11.16,18.83,0.627875959,19809
2015,Austin,Mens,Boardshorts,STRIKE BDST SSDE IN,NOR,29.99,11.16,18.83,0.627875959,15579
2015,Austin,Mens,Boardshorts,BOMB BDST SSDE IN,00A,29.99,11.16,18.83,0.627875959,13183
2015,Austin,Mens,Boardshorts,BOMB BDST SSDE IN,CYA,29.99,11.16,18.83,0.627875959,13445
2015,Austin,Mens,Boardshorts,PUERTO RICO BDST SSDE IN,3KC,29.99,10.84,19.15,0.638546182,12777
2015,Austin,Mens,Boardshorts,PUERTO RICO BDST SSDE IN,80S,29.99,10.84,19.15,0.638546182,18136
2015,Austin,Mens,Boardshorts,ICON SLASH BDST SSDE IN,00A,29.99,10.72,19.27,0.642547516,16182
2015,Austin,Mens,Boardshorts,ICON SLASH BDST SSDE IN,4CA,29.99,10.72,19.27,0.642547516,10000
2015,Austin,Mens,Boardshorts,BLOCK PARTY BDST PHTM IN,3KC,29.99,10.59,19.4,0.646882294,11721
2015,Austin,Mens,Boardshorts,ONE AND ONLY BDST SSDE IN,CONO,29.99,8.86,21.13,0.704568189,18108
2015,Austin,Mens,Boardshorts,ONE AND ONLY BDST SSDE IN,TNNY,29.99,8.86,21.13,0.704568189,13845
2015,Austin,Mens,Boardshorts,BP SOLID 19  BDST PHTM IN,CNDG,39.99,14.3,25.69,0.642410603,16476
2015,Austin,Mens,Boardshorts,ONE AND ONLY BDST PHTM IN,CYA,39.99,11.04,28.95,0.723930983,10871
2015,Austin,Mens,Boardshorts,ONE AND ONLY BDST PHTM IN,NGRN,39.99,11.04,28.95,0.723930983,11496
2015,Austin,Mens,Boardshorts,ONE AND ONLY BDST PHTM IN,NOR,39.99,11.04,28.95,0.723930983,15750
2015,Austin,Mens,Boardshorts,PHNTM BP DST 2 BDST PHTM IN,00A,49.99,15.77,34.22,0.684536907,16114
2015,Austin,Mens,Boardshorts,PHNTM BP DST 2 BDST PHTM IN,4JV,49.99,15.77,34.22,0.684536907,17155
2015,Austin,Mens,Boardshorts,BP SURFACE BDST PHTM IN,COM,49.99,15.51,34.48,0.689737948,13369
2015,Austin,Mens,Boardshorts,STADIUM BDST PHTM IN,00A,49.99,15.19,34.8,0.696139228,10776
2015,Austin,Mens,Boardshorts,PHNTM JJF BDST PHTM IN,00A,49.99,14.94,35.05,0.701140228,18998
2015,Austin,Mens,Boardshorts,PHNTM JJF BDST PHTM IN,06F,49.99,14.94,35.05,0.701140228,11020
2015,Austin,Mens,Boardshorts,JJF PHTM3 BDST PHTM IN,00A,49.99,14.94,35.05,0.701140228,14435
2015,Austin,Mens,Boardshorts,JJF PHTM3 BDST PHTM IN,3KZ,49.99,14.94,35.05,0.701140228,15008
2015,Austin,Mens,Boardshorts,JULIAN PHTM BDST PHTM IN,3KZ,49.99,14.62,35.37,0.707541508,10019
2015,Austin,Mens,Boardshorts,JULIAN PHTM BDST PHTM IN,40W,49.99,14.62,35.37,0.707541508,19709
2015,Austin,Mens,Boardshorts,BP GLITCH BDST PHTM IN,26U,49.99,14.3,35.69,0.713942789,11253
2015,Austin,Mens,Boardshorts,BP GLITCH BDST PHTM IN,44B,49.99,14.3,35.69,0.713942789,13082
2015,Austin,Mens,Boardshorts,FRESH BDST PHTM IN,3KZ,49.99,14.17,35.82,0.716543309,13361
2015,Austin,Mens,Boardshorts,FRESH BDST PHTM IN,4CA,49.99,14.17,35.82,0.716543309,18274
2015,Austin,Mens,Boardshorts,BP HEATHER BDST PHTM IN,00C,49.99,13.98,36.01,0.720344069,12311
2015,Austin,Mens,Boardshorts,BP HEATHER BDST PHTM IN,4LU,49.99,13.98,36.01,0.720344069,13485
2015,Austin,Mens,Boardshorts,BP HEATHER BDST PHTM IN,44B,49.99,13.66,36.33,0.726745349,13986
2015,Austin,Mens,Boardshorts,PHANTOM FLIGHT BDST PHTM IN,00A,49.99,13.47,36.52,0.730546109,12530
2015,Austin,Mens,Boardshorts,PHANTOM FLIGHT BDST PHTM IN,3KJ,49.99,13.47,36.52,0.730546109,11636
2015,Austin,Mens,Boardshorts,PHANTOM FLIGHT BDST PHTM IN,4JV,49.99,13.47,36.52,0.730546109,11526
2015,Austin,Mens,Boardshorts,BP PALMERA BDST PHTM IN,05V,49.99,13.47,36.52,0.730546109,10018
2015,Austin,Mens,Boardshorts,BP PALMERA BDST PHTM IN,4JV,49.99,13.47,36.52,0.730546109,15534
2015,Austin,Mens,Boardshorts,HALA KAHKI BDST PHTM IN,00A,49.99,13.47,36.52,0.730546109,13642
2015,Austin,Mens,Boardshorts,HALA KAHKI BDST PHTM IN,80S,49.99,13.47,36.52,0.730546109,16690
2015,Austin,Mens,Boardshorts,BP SOLID 19  BDST PHTM IN,3KC,49.99,13.4,36.59,0.731946389,18800
2015,Austin,Mens,Boardshorts,BP SOLID 19  BDST PHTM IN,45B,49.99,13.4,36.59,0.731946389,12682
2015,Austin,Mens,Boardshorts,BP SOLID 19  BDST PHTM IN,44B,49.99,13.08,36.91,0.73834767,20049
2015,Austin,Mens,Boardshorts,BP SOLID 19  BDST PHTM IN,4JV,49.99,13.08,36.91,0.73834767,12525
2015,Austin,Mens,Boardshorts,BP SOLID 19  BDST PHTM IN,CYA1,49.99,13.08,36.91,0.73834767,16798
2015,Austin,Mens,Boardshorts,BP SOLID 19  BDST PHTM IN,NGRN,49.99,13.08,36.91,0.73834767,12723
2015,Austin,Mens,Boardshorts,HEATHERED KR BDST PHTM IN,3KC,49.99,12.89,37.1,0.74214843,16291
2015,Austin,Mens,Boardshorts,HEATHERED KR BDST PHTM IN,40W,49.99,12.89,37.1,0.74214843,12301
2015,Austin,Mens,Boardshorts,HEATHERED KR BDST PHTM IN,46N,49.99,12.89,37.1,0.74214843,15067
2015,Austin,Mens,Boardshorts,ASSAULT BDST PHTM IN,00A,49.99,12.89,37.1,0.74214843,11929
2015,Austin,Mens,Boardshorts,CROSSFIRE BDST PHTM IN,00A,49.99,12.89,37.1,0.74214843,19009
2015,Austin,Mens,Boardshorts,CROSSFIRE BDST PHTM IN,46N,49.99,12.89,37.1,0.74214843,15797
2015,Austin,Mens,Boardshorts,PHNTM BLCKD BDST PHTM IN,00A,49.99,12.89,37.1,0.74214843,17359
2015,Austin,Mens,Boardshorts,PHNTM BLCKD BDST PHTM IN,40W,49.99,12.89,37.1,0.74214843,17667
2015,Austin,Mens,Boardshorts,KINGSROAD 2.0 BDST PHTM IN,4HI,49.99,12.63,37.36,0.74734947,14453
2015,Austin,Mens,Boardshorts,KINGSROAD 2.0 BDST PHTM IN,CYA,49.99,12.63,37.36,0.74734947,18596
2015,Austin,Mens,Boardshorts,KINGSROAD 2.0 BDST PHTM IN,MLT3,49.99,12.63,37.36,0.74734947,15594
2015,Austin,Mens,Boardshorts,RIPPLE BDST PHTM IN,3KC,49.99,12.38,37.61,0.75235047,12220
2015,Austin,Mens,Boardshorts,RIPPLE BDST PHTM IN,45B,49.99,12.38,37.61,0.75235047,16093
2015,Austin,Mens,Boardshorts,WASTELAND BDST PHTM IN,00A,49.99,12.25,37.74,0.75495099,17647
2015,Austin,Mens,Boardshorts,WASTELAND BDST PHTM IN,CYA,49.99,12.25,37.74,0.75495099,11880
2015,Austin,Mens,Boardshorts,WASTELAND BDST PHTM IN,NGRN,49.99,12.25,37.74,0.75495099,13217
2015,Austin,Mens,Boardshorts,PHNTM JJF2 EL  BDST PHTM IN,3LC,150,41.28,108.72,0.7248,15693
2015,Austin,Womens,Boardshorts,PHTM  BP BR BDST IN25 IN,10AR,14.99,10,4.99,0.332888592,12590
2015,Austin,Womens,Boardshorts,SUPRSDE BCHRDR 9' BDST,WHT,19.99,8.56,11.43,0.571785893,15284
2015,Austin,Womens,Boardshorts,SUPRSDE BCHRDR 9' BDST,MLT9,24.99,9.84,15.15,0.606242497,10982
2015,Austin,Womens,Boardshorts,SS RVSB BR BDST RVRS IN,61US,24.99,9.51,15.48,0.619447779,14374
2015,Austin,Womens,Boardshorts,SS PRNT 9BR BDST IN09 IN,10A,24.99,9.04,15.95,0.638255302,11518
2015,Austin,Womens,Boardshorts,SUPRSDE BCHRDR 9' BDST,BLK,24.99,8.59,16.4,0.656262505,17653
2015,Austin,Womens,Boardshorts,SS BR BDST IN05 IN,84YS,24.99,8.33,16.66,0.666666667,11843
2015,Austin,Womens,Boardshorts,SS BR BDST IN05 IN,85PD,24.99,8.07,16.92,0.677070828,19543
2015,Austin,Womens,Boardshorts,SS SLD 9 BR BDST IN09 IN,61U,24.99,7.62,17.37,0.695078031,13516
2015,Austin,Womens,Boardshorts,SS PRNT BR BDST IN25 IN,10AJ,24.99,7.34,17.65,0.706282513,12535
2015,Austin,Womens,Boardshorts,SS PRNT BR BDST IN25 IN,10AN,24.99,7.34,17.65,0.706282513,20333
2015,Austin,Womens,Boardshorts,SS PRNT BR BDST IN25 IN,3KC,24.99,7.34,17.65,0.706282513,17586
2015,Austin,Womens,Boardshorts,SS PRNT BR BDST IN25 IN,57R,24.99,7.34,17.65,0.706282513,20290
2015,Austin,Womens,Boardshorts,SS PRNT BR BDST IN25 IN,62MT,24.99,6.95,18.04,0.721888756,17502
2015,Austin,Womens,Boardshorts,PHTM PRNTD 9 BDST IN09 IN,3GUA,29.99,11.74,18.25,0.608536179,13116
2015,Austin,Womens,Boardshorts,PHTM PRNTD 9 BDST IN09 IN,80A,29.99,11.74,18.25,0.608536179,16542
2015,Austin,Womens,Boardshorts,PHNTM BCHRDR YC BDST,MLT7,29.99,11.42,18.57,0.619206402,14395
2015,Austin,Womens,Boardshorts,PHTM  BP BR BDST IN25 IN,3KTE,29.99,10.52,19.47,0.649216405,14334
2015,Austin,Womens,Boardshorts,PHTM  BP BR BDST IN25 IN,59EA,29.99,10,19.99,0.666555519,18580
2015,Austin,Womens,Boardshorts,PHTM  BP BR BDST IN25 IN,81CR,29.99,10,19.99,0.666555519,12774
2015,Austin,Womens,Boardshorts,PHTM 5 BS BDST IN05 IN,72U,29.99,9.68,20.31,0.677225742,20123
2015,Austin,Womens,Boardshorts,PHTM 5 BS BDST IN05 IN,80A,29.99,9.68,20.31,0.677225742,10859
2015,Austin,Womens,Boardshorts,PHTM SLD BR BDST IN25 IN,32U,29.99,9.36,20.63,0.687895965,13712
2015,Austin,Mens,Fleece Top,RETREAT STRIPE PULL,HASG,19.98,13.3,6.68,0.334334334,11062
2015,Austin,Mens,Fleece Top,LONEMAN CREW FLEE CREW PS,00A,19.99,11.43,8.56,0.428214107,12426
2015,Austin,Mens,Fleece Top,DRIFIT FLEE CREW IN,00A,19.99,10.73,9.26,0.463231616,8366
2015,Austin,Mens,Fleece Top,DRIFIT FLEE CREW IN,07G,19.99,10.73,9.26,0.463231616,5597
2015,Austin,Mens,Fleece Top,DRIFIT FLEE CREW IN,46V,19.99,10.73,9.26,0.463231616,5299
2015,Austin,Mens,Fleece Top,BOY ICN EMBR FLEE PULL IN,H44B,19.99,9.44,10.55,0.527763882,14609
2015,Austin,Mens,Fleece Top,BOYS OAO FLEE ZIPU IN,H3BD,19.99,9.06,10.93,0.546773387,12821
2015,Austin,Mens,Fleece Top,BOYS OAO FLEE ZIPU IN,H44B,19.99,9.06,10.93,0.546773387,6137
2015,Austin,Mens,Fleece Top,DRIFIT FLEE ZIPU IN,00A,29.99,14.27,15.72,0.524174725,11958
2015,Austin,Mens,Fleece Top,DRIFIT FLEE ZIPU IN,07G,29.99,14.27,15.72,0.524174725,9301
2015,Austin,Mens,Fleece Top,DRIFIT FLEE ZIPU IN,46V,29.99,14.27,15.72,0.524174725,5088
2015,Austin,Mens,Fleece Top,ACE FLEECE ZIPU FLEE IN,00A,29.99,13.48,16.51,0.550516839,7921
2015,Austin,Mens,Fleece Top,ACE FLEECE ZIPU FLEE IN,HTG,29.99,13.48,16.51,0.550516839,6560
2015,Austin,Mens,Fleece Top,PORTER FLEE PULL IN,4HM,29.99,12.38,17.61,0.587195732,6580
2015,Austin,Mens,Fleece Top,OAO FLEE ZIPU IN,H44B,29.99,10.16,19.83,0.661220407,5439
2015,Austin,Mens,Fleece Top,OAO FLEE ZIPU IN,HBK1,29.99,10.16,19.83,0.661220407,11866
2015,Austin,Mens,Fleece Top,RETREAT CREW FLEE IN,HTNV,29.99,10,19.99,0.666555519,13021
2015,Austin,Mens,Fleece Top,ICNSLSH FLEE PULL IN,H44B,29.99,9.69,20.3,0.676892297,6363
2015,Austin,Mens,Fleece Top,ICNSLSH FLEE PULL IN,HBK,29.99,9.69,20.3,0.676892297,11318
2015,Austin,Mens,Fleece Top,RETREAT FLEE PULL IN,00A,34.99,13.75,21.24,0.60703058,14692
2015,Austin,Mens,Fleece Top,RETREAT FLEE PULL IN,09G,34.99,13.75,21.24,0.60703058,12297
2015,Austin,Mens,Fleece Top,PHTM APEX ZIP IN,6DS,49.99,21.24,28.75,0.575115023,13962
2015,Austin,Mens,Fleece Top,WIND CHILL FLEE ZIPU PS,H00A,49.99,15.82,34.17,0.683536707,11641
2015,Austin,Mens,Fleece Top,BIGFOOT FLEE SZIP SR,HBK,49.99,13.21,36.78,0.735747149,5325
2015,Austin,Mens,Fleece Top,BIGFOOT FLEE SZIP SR,HTG,49.99,13.21,36.78,0.735747149,11022
2015,Austin,Mens,Fleece Top,MVP PLAYOFF JCKT IN,00A,29.99,13.34,16.65,0.555185062,6796
2015,Austin,Mens,Fleece Top,MVP PLAYOFF JCKT IN,44B,29.99,13.34,16.65,0.555185062,6770
2015,Austin,Mens,Fleece Top,ALL CITY FORCE FLEE IN,00A,49.99,17.84,32.15,0.643128626,9933
2015,Austin,Mens,Fleece Top,ALL CITY FORCE FLEE IN,3LC,49.99,17.84,32.15,0.643128626,7140
2015,Austin,Mens,Fleece Top,EMMIT JCKT BTTN IN,06F,49.99,17.43,32.56,0.651330266,14093
2015,Austin,Mens,Fleece Top,EMMIT JCKT BTTN IN,4LU,49.99,17.43,32.56,0.651330266,6824
2015,Austin,Womens,Fleece Top,LUCAS SLM FLC FLEE SLMF SR,00A,24.99,10.54,14.45,0.578231293,10360
2015,Austin,Womens,Fleece Top,LUCAS SLM FLC FLEE SLMF SR,10A,24.99,10.54,14.45,0.578231293,7691
2015,Austin,Womens,Fleece Top,LUCAS SLM FLC FLEE SLMF SR,HELP,24.99,10.54,14.45,0.578231293,14817
2015,Austin,Womens,Fleece Top,LUCAS SLM FLC FLEE SLMF SR,HKWG,24.99,10.54,14.45,0.578231293,6659
2015,Austin,Womens,Fleece Top,LUCAS SLM FLC FLEE SLMF SR,HTG,24.99,10.54,14.45,0.578231293,12318
2015,Austin,Womens,Fleece Top,SEASIDE FNL FLEE PULL IN,H3LC,29.99,13.21,16.78,0.55951984,12074
2015,Austin,Womens,Fleece Top,DF ZIP FLEE ZIPU IN,HWHT,34.99,15.55,19.44,0.555587311,7727
2015,Austin,Womens,Fleece Top,DRI FIT BLOCKED FLEE CREW IN,HWHT,34.99,10.66,24.33,0.695341526,9956
2015,Austin,Womens,Fleece Top,MAX SHERPA JCKT ZIPU IN,00A,39.99,12.62,27.37,0.684421105,10564
2015,Austin,Womens,Fleece Top,MAX SHERPA JCKT ZIPU IN,62M,39.99,12.62,27.37,0.684421105,13453
2015,Austin,Womens,Fleece Top,PP CULPRIT JCKT ZIPU IN,BLK,59.99,27.6,32.39,0.539923321,11810
2015,Austin,Womens,Fleece Top,ABBY SWTR CARD IN,00AA,34.99,14.33,20.66,0.590454416,12424
2015,Austin,Womens,Fleece Top,ABBY SWTR CARD IN,HWHT,34.99,14.33,20.66,0.590454416,16053
2015,Austin,Mens,Hats,CORP BEAN RBEA IN,00A,16.99,4.34,12.65,0.744555621,13325
2015,Austin,Mens,Hats,CORP BEAN RBEA IN,4CA,16.99,4.34,12.65,0.744555621,8430
2015,Austin,Mens,Hats,ONE & ONLY MENS BEANIE,PCB,16.99,3.65,13.34,0.785167746,10098
2015,Austin,Mens,Hats,ONE & ONLY MENS BEANIE,05V,16.99,3.63,13.36,0.786344909,15774
2015,Austin,Mens,Hats,ONE & ONLY MENS BEANIE,BLK,16.99,3.63,13.36,0.786344909,11019
2015,Austin,Mens,Hats,SHIPSHAPE BEAN RBEA IN,6DV,16.99,3.36,13.63,0.80223661,8379
